Ano,Certificado,Tipo,Modelo,Número de Série
2021,101-185995-1.pdf,  Não consta,  Tubo de Pitot S,  
2021,101-186043-1.pdf,  85106,  Anemômetro ultrassônico,  0003627
2021,101-186044-1.pdf,  85106,  Anemômetro ultrassônico,  3627
2021,101-186045-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  0005841
2021,101-186046-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  5841
2021,101-186047-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  0005842
2021,101-186048-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  5842
2021,101-186079-1.pdf,  8901,  Anemômetro de pás,  9502486
2021,101-186211-1.pdf,  Vantage Pro 2 / 6152C,  Anemômetro de copoos,  BC180612012
2021,101-186228-1.pdf,  HD 2303.0 / AP471 S3,  Anemômetro de fio quente,  06004118
2021,101-186269-1.pdf,  TWL-1S,  Anemômetro de copos,  29.434
2021,101-186505-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2021,101-186506-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2021,101-186507-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2021,101-186528-1.pdf,  MDA-11,  Anemômetro de pás,  18000076 / 774834
2021,101-186529-1.pdf,  MDA-10A,  Anemômetro de pás,  1997601
2021,101-186556-1.pdf,  VT200,  Anemômetro de pás,  VT 200 / HE 100
2021,101-186587-1.pdf,  327-0640,  Anemômetro de Fio Quente,  Q126372
2021,101-186600-1.pdf,  MDA-11,  Anemômetro de pás,  MDAA11002429 / 004383
2021,101-186669-1.pdf,  WA67B ; WT1081,  Anemômetro de copos,  30.832 ; 30.831
2021,101-186714-1.pdf,  AM-4836C,  Anemômetro de copos,  034596
2021,101-186874-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  5839
2021,101-186875-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  5839
2021,101-186876-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  5840
2021,101-186877-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  5840
2021,101-186878-1.pdf,  85106,  Anemômetro ultrassônico,  0003631
2021,101-186879-1.pdf,  85106,  Anemômetro ultrassônico,  3631
2021,101-186884-1.pdf,  TAD-800,  Anemômetro de pás,  12055850
2021,101-186922-1.pdf,  WXT536,  Anemômetro Ultrassônico,  N2340034
2021,101-186923-1.pdf,  WXT536,  anemômetro ultrassônico,   N2340034
2021,101-186977-1.pdf,  WT1081,  Anemômetro de copos,  30.774
2021,101-187125-1.pdf,  5500,  Anemômetro de pás,  2396455
2021,101-187144-1.pdf,  PL-1200,  Tubo de Pitot Cole,  0027
2021,101-187164-1.pdf,  PL-1500,  Tubo de Pitot Cole,  1252
2021,101-187223-1.pdf,  400 sonda 192,  Anemômetro de pás,  62678220 sonda 20622192
2021,101-187233-1.pdf,  400 sonda 667,  Anemômetro de fio quente,  62678220 sonda 20836667
2021,101-187234-1.pdf,  LCA 6000,  Anemômetro de pás,  A13537
2021,101-187235-1.pdf,  LCA 6000,  Anemômetro de pás,  A11535
2021,101-187295-1.pdf,  WXT536,  Anemômetro ultrassônico,  N3940106
2021,101-187296-1.pdf,  WXT536,  Anemômetro ultrassônico,  N3940106
2021,101-187297-1.pdf,  WXT520,  Anemômetro ultrassônico,  K3630043
2021,101-187298-1.pdf,  WXT520,  Anemômetro ultrassônico,  K3630043
2021,101-187329-1.pdf,  WXT536,  Anemômetro ultrassônico,  N1720356
2021,101-187330-1.pdf,  WXT536,  Anemômetro ultrassônico,  N1720356
2021,101-187331-1.pdf,  WXT536,  Anemômetro ultrassônico,  Não consta
2021,101-187332-1.pdf,  WXT536,  Anemômetro ultrassônico,  Não consta
2021,101-187396-1.pdf,  4000,  Anemômetro de Pás,  548394
2021,101-187397-1.pdf,  3000,  Anemômetro de Pás,  2543931
2021,101-187398-1.pdf,  160-24,  Tubo de Pitot Estático,  não consta
2021,101-187399-1.pdf,  160-24,  Tubo de Pitot Estático,  não consta
2021,101-187431-1.pdf,  160-18,  Tubo de Pitoto Estático,  A44M  PP01
2021,101-187438-1.pdf,  MWS 5MV,  Anemômetro de copos,   1030509
2021,101-187465-1.pdf,  TAVR-650,  Anemômetro de Pás,  07500497
2021,101-187471-1.pdf,  AM-4201,  Anemômetro de Pás,  L64083
2021,101-187474-1.pdf,  TAFR-200,  Termo-Anemômetro de Fio Quente,  19081570
2021,101-187502-1.pdf,  AM-4202,  Anemômetro de Pás,  L805260
2021,101-187549-1.pdf,  MWS 8,  Anemômetro de Copos ,   1031051
2021,101-187552-1.pdf,  MWS-8,  Anemômetro de Copos ,  1031051
2021,101-187593-1.pdf,  8600-SDI,  Anemômetro ultrassônico,  005838
2021,101-187594-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  005838
2021,101-187595-1.pdf,  8600-SDI,  Anemômetro ultrassônico,  005837
2021,101-187596-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  005837
2021,101-187597-1.pdf,  LCA 6000,  Anemômetro de pás,  A11940
2021,101-187600-1.pdf,  LCA 6000,  Anemômetro de pás,  A13806
2021,101-187601-1.pdf,  LCA 6000,  Anemômetro de pás,  A13556
2021,101-187602-1.pdf,  LCA 6000,  Anemômetro de pás,  A13931
2021,101-187603-1.pdf,  ITAN 720,  Anemômetro de Pás,  N456653
2021,101-187604-1.pdf,  417,  Anemômetro de Pás,  60670206
2021,101-187659-1.pdf,  KR865,  Anemômetro de Fio Quente,  20181001236
2021,101-187684-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2021,101-187685-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2021,101-187716-1.pdf,  AVM-03,  Anemômetro de Pás,  07070631
2021,101-187729-1.pdf,  AV-2,  Anemômetro de Pás,  Equipamento 80396 / Sonda 080380
2021,101-187730-1.pdf,  AV-2,  Anemômetro de Pás,   80396 
2021,101-187742-1.pdf,  RVA801,  Anemômetro de Pás,  A02451
2021,101-187752-1.pdf,  AV-2,  Anemômetro de Pás,  Equipamento 80380 / Sonda 080396
2021,101-187762-1.pdf,  PAN100,  Anemômetro de Pás,  2013300569
2021,101-187765-1.pdf,  PAN100,  Anemômetro de Pás,  2013100577
2021,101-187775-1.pdf,  PAN100,  Anemômetro de Pás,  2013100672
2021,101-187785-1.pdf,  AD-250,  Anemômetro de Pás,  Q937491
2021,101-187826-1.pdf,  AD-250,  Anemômetro de Pás,  Q942329
2021,101-187851-1.pdf,  410-2,  Anemômetro de Pás,  38522814/105
2021,101-187903-1.pdf,  TA5,  Anemômetro de Fio Quente,  091633
2021,101-187904-1.pdf,  TA5,  Anemômetro de Fio Quente,  091633
2021,101-187910-1.pdf,  416,  Anemômetro de Fio Quente,  02781195
2021,101-187916-1.pdf,  2000,  Anemômetro de Pás,  1797151
2021,101-187962-1.pdf,  MDA-11,  Anemômetro de Pás,  080677
2021,101-188028-1.pdf,  MDA-11A,  Anemômetro de Pás,  1581739
2021,101-188037-1.pdf,  MDA-11,  Anemômetro de pás,  13000975
2021,101-188041-1.pdf,  EA-P-008-000,  Anemômetro de copos,  210514.0046
2021,101-188042-1.pdf,  EA-P-008-000,  Anemômetro de copos,  210514.0055
2021,101-188065-1.pdf,  TA5,  Anemômetro a termistor,  091633
2021,101-188082-1.pdf,  435,  Anemômetro de Pás,  50300010152
2021,101-188092-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   09158890
2021,101-188093-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   04181199
2021,101-188094-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   04181200
2021,101-188095-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   04181202
2021,101-188096-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   03154121
2021,101-188097-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   11159764
2021,101-188098-1.pdf,  4.3351.10.000,  Anemômetro De Copos,   11159760
2021,101-188099-1.pdf,  4.3351.10.000,  Anemômetro De Copos,   11159758
2021,101-188192-1.pdf,  PL-2500,  Tubo de Pitot Cole,  Não consta
2021,101-188193-1.pdf,  PL-2000,  Tubo de Pitot Cole,  600
2021,101-188194-1.pdf,  PL-1800,  Tubo de Pitot Cole,  1455
2021,101-188195-1.pdf,  PL-1000,  Tubo de Pitot Cole,  583
2021,101-188204-1.pdf,  PL-1000,  Tubo de Pitot Cole,  não consta
2022,101-188226-1.pdf,  160-12 / AXD610,  Tubo de Pitot Estático / Micromanômetro ,  não consta
2022,101-188241-1.pdf,  480 / ID 477,  Anemômetro de pás,  02619063 / 02580477
2022,101-188252-1.pdf,  435-2 / 0635 9535,  Anemômetro de Pás,  02340822 / 10336525
2022,101-188273-1.pdf,  410-2,  Anemômetro de Pás,  38571840/802
2022,101-188527-1.pdf,  480 /  ID 485,  Anemômetro de pás,  02619063 / 02559485
2022,101-188535-1.pdf,  480 /  ID 485,  Anemômetro de pás,  02619063 / 02559485
2022,101-188555-1.pdf,  Vantage Vue 6250AU,  Anemôemtro de Copos - Estacão Meteorológica,  MR190130023
2022,101-188556-1.pdf,  Vantage Vue 6250AU,  Anemôemtro de Copos - Estacão Meteorológica,  MR190130023
2022,101-188617-1.pdf,  PAN100,  Anemômetro de Pás,  2013100703
2022,101-188636-1.pdf,  0635 1032,  Anemômetro de fio quente,  20727933
2022,101-188647-1.pdf,  Não consta / HD350,  Tubo de Pitot estático / Manômetro,  não consta
2022,101-188656-1.pdf,  Não consta / HD350,  Tubo de Pitot estático / Manômetro,  não consta
2022,101-188672-1.pdf,  MDA-11,  Anemômetro de Pás,  15000421
2022,101-188674-1.pdf,  MDA-11,  Anemômetro de Pás,  15000329
2022,101-188763-1.pdf,  6000P sonda 6050P-1,  Velômetro,  70638004
2022,101-188774-1.pdf,  2000,  Anemômetro de Pás,  1894396
2022,101-188781-1.pdf,  MDA-11A,  Anemômetro de Pás,  2382108
2022,101-188787-1.pdf,  MDA-10A,  Anemômetro de Pás,  ID07200000080M
2022,101-188799-1.pdf,  MDA-11,  Anemômetro de Pás,  100318 / MDAB11000033
2022,101-188833-1.pdf,  3500 Delta T,  Anemômetro de Pás,  1855908
2022,101-188917-1.pdf,  DNA121#C,  Anemômetro de Copos,  BK 1307173
2022,101-188918-1.pdf,  DNA121#C,  Anemômetro de copos,   BK 1307173
2022,101-189035-1.pdf,  2000,  Anemômetro de Pás,  1823749
2022,101-189092-1.pdf,  WXT530,  Anemômetro Ultra-sônico,   R4630392
2022,101-189093-1.pdf,  WXT530,  Anemômetro Ultra-sônico,  R4630392
2022,101-189113-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2022,101-189137-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2022,101-189152-1.pdf,  PL-2500,  Tubo de Pitot Cole,  2504R
2022,101-189166-1.pdf,  PL-2500,  Tubo de Pitot Cole,  2509R
2022,101-189185-1.pdf,  PL-2100,  Tubo de Pitot Cole,  2102R
2022,101-189234-1.pdf,  PL-1500,  Tubo de Pitot Cole,  1501
2022,101-189250-1.pdf,  PL-1800,  Tubo de Pitot Cole,  1802R
2022,101-189331-1.pdf,  PL-2500,  Tubo de Pitot Cole,  1520
2022,101-189332-1.pdf,  PL-2500,  Tubo de Pitot Cole,  1521
2022,101-189333-1.pdf,  PL-2800,  Tubo de Pitot Cole,  1523
2022,101-189365-1.pdf,  MDA-11,  Anemômetro de pás,  140689
2022,101-189382-1.pdf,  400 / 0635 9540,  Anemômetro dePás,   01572650/808 / 0430 3545/005
2022,101-189393-1.pdf,  TA300,  Anemômetro de fio quente,  200102047
2022,101-189430-1.pdf,  INCU-UNIPOWER,  Analisadora de Incubadora / Anemômetro de fio quente,  6050958
2022,101-189444-1.pdf,  WXT530,  Anemômetro Ultra-sônico,   N1450164 
2022,101-189445-1.pdf,  WXT530,  Anemômetro Ultra-sônico,  N1450164 
2022,101-189466-1.pdf,  480 / sonda 0635 9542,  Anemômetro de pás,  02394348 / 60349153
2022,101-189501-1.pdf,  Vantage Pro 2  6152 / ISS transmiter,  Anemômetro de copos,   A50610A77 / A50610A100
2022,101-189533-1.pdf,  VT200,   Anemômetro de fio quente,  12084323
2022,101-189596-1.pdf,  Vantage Pro 2 6152 / ISS transmiter,  Anemômetro de copos,   A51109A70 / A51109A70 
2022,101-189669-1.pdf,  MWS 88-2 / SPM50,  Estação Meteorológica / SCADA mobile,  1038166 / 21212704
2022,101-189670-1.pdf,  MWS 88-2 / SPM50,  Estação meteorológica / Scada Mobile,   1038166 / 21212704
2022,101-189693-1.pdf,  LCA 6000,  Anemômetro de pás,  A16228
2022,101-189759-1.pdf,  160-60,  Tubo de Pitot Estatico,  não consta
2022,101-189760-1.pdf,  não consta,  Tubo de Pitot Estatico,  não consta
2022,101-189774-1.pdf,  473B-1,  Anemômetro de pás,  00HLYU
2022,101-189775-1.pdf,  473B-1,  Anemômetro de pás,  00HLYU
2022,101-189831-1.pdf,  MDA-11,  Anemômetro de Pás,  18000176
2022,101-189832-1.pdf,  KR865,  Anemômetro de fio quente,  20181001238
2022,101-189848-1.pdf,  AMI 300 / MHTP,  Anemômetro de pás,  12074046 / 12078864
2022,101-189853-1.pdf,  MWS 55V,  Anemômetro de Copos,  21031
2022,101-189854-1.pdf,  MWS 55V,  Anemômetro de Copos,  21031
2022,101-189880-1.pdf,  Não consta,  Tubo de Pitot S,  1205562
2022,101-189888-1.pdf,  410-2,  anemômetro de pás ,  38590095/0421
2022,101-189954-1.pdf,  AD-250,  Anemôemtro de Pás,  Q599344
2022,101-190001-1.pdf,  AN-3050,  Anemômetro de Pás,  10067590
2022,101-190048-1.pdf,  RVA801 ,  Anemômetro de pás,  A02453
2022,101-190061-1.pdf,  445,  Anemômetro de pás,  60303041 / Não consta
2022,101-190071-1.pdf,  AMI 300/MHTP,  Anemômetro de pás,  14111440/14128982
2022,101-190097-1.pdf,  417,  Anemômetro de Pás,  60422380
2022,101-190103-1.pdf,  AN-3B,   Anemômetro de Copos ,   23157
2022,101-190104-1.pdf,  AN-3,   Anemômetro de Copos ,   19001
2022,101-190108-1.pdf,  160S “S”,  Tubo de Pitot S,  60A 10y
2022,101-190140-1.pdf,  160-18,  Tubo de Pitot Estatico,  não consta
2022,101-190237-1.pdf,  KR865,  Anemômetro de fio quente,  20210912327
2022,101-190272-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  005836
2022,101-190273-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  005836
2022,101-190275-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  005835
2022,101-190277-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  005835
2022,101-190280-1.pdf,  85106,  Anemômetro ultrassônico,  003628
2022,101-190281-1.pdf,  8600-SDI,  Anemômetro ultrassônico,  003628
2022,101-190310-1.pdf,  445,  Anemômetro de pás,  60303041 / Não consta
2022,101-190343-1.pdf,  THAL-300,  Anemômetro de pás,  Q909610
2022,101-190344-1.pdf,  410-1,  Anemômetro de Pás,  38474457/904
2022,101-190345-1.pdf,  410-1,  Anemômetro de Pás,  38476562/907
2022,101-190364-1.pdf,  480 / 0635 9542,  Anemômetro de pás,  60698402 / 02871575  
2022,101-190367-1.pdf,  BABUC / M / BSV 101,  Anemômetro de fio quente,   3066
2022,101-190386-1.pdf,  PL-1200,  Tubo de Pitot Cole,  1168
2022,101-190396-1.pdf,  C034B,  Anemômetro de Copos,   U13687
2022,101-190397-1.pdf,  C034B,  Anemômetro de Copos,  U13687
2022,101-190412-1.pdf,  PL- 600,  Tubo de Pitot Cole,  17
2022,101-190420-1.pdf,  PL-700,  Tubo de Pitot Cole,  1559
2022,101-190457-1.pdf,  PL-700,  Tubo de Pitot Cole,  4011
2022,101-190458-1.pdf,  PL-2300,  Tubo de Pitot Cole,  1158
2022,101-190486-1.pdf,  PL-700,  Tubo de Pitot Cole,  1548
2022,101-190487-1.pdf,  PL-1700,  Tubo de Pitot Cole,  1162
2022,101-190505-1.pdf,  425,  Anemômetro de fio quente,  02804239
2022,101-190517-1.pdf,  PL-700,  Tubo de Pitot Cole,  1591
2022,101-190518-1.pdf,  PL-700,  Tubo de Pitot Cole,  1558
2022,101-190535-1.pdf,  PL-700,  Tubo de Pitot Cole,  1549
2022,101-190536-1.pdf,  PL-500,  Tubo de Pitot Cole,  4020
2022,101-190554-1.pdf,  PL-600,  Tubo de Pitot Cole,  1305
2022,101-190555-1.pdf,  PL-600,  Tubo de Pitot Cole,  1291
2022,101-190576-1.pdf,  PL-700,  Tubo de Pitot Cole,  4010
2022,101-190577-1.pdf,  PL-10,  Tubo de Pitot Cole,  283
2022,101-190608-1.pdf,  PL-1700,  Tubo de Pitot Cole,  1163
2022,101-190609-1.pdf,  PL-1200,  Tubo de Pitot Cole,  1167
2022,101-190672-1.pdf,  RVA501,  Anemômetro de Pás,  RVA500802020
2022,101-190723-1.pdf,  AN-1C-2,  Anemômetro de Copos,   105957
2022,101-190724-1.pdf,  AN-1C-2,  Anemômetro de Copos,   105958
2022,101-190734-1.pdf,  MDA-11,  Anemôemtro de Pás,  090049
2022,101-190756-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170069
2022,101-190760-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170068
2022,101-190761-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170059
2022,101-190763-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170056
2022,101-190764-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170062
2022,101-190768-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170063
2022,101-190771-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170064
2022,101-190774-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170058
2022,101-190777-1.pdf,  First Class 4.3351.10.000,  Anemômetro de Copos,   11142985
2022,101-190778-1.pdf,  Pitot tipo S,  Tubo de Pitot S,  Não consta
2022,101-190780-1.pdf,  Pitot tipo S,  Tubo de Pitot S,  Não consta
2022,101-190783-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170065
2022,101-190784-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170070
2022,101-190791-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170060
2022,101-190794-1.pdf,  First Class 4.3351.10.000,  Anemômetro de Copos,   10142879
2022,101-190796-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170061
2022,101-190812-1.pdf,  Pitot tipo S,  Tubo de Pitot S,  Não consta
2022,101-190819-1.pdf,  TAN 050,  Anemômetro de Pás,  15040821
2022,101-190825-1.pdf,  160E-02,  Tubo de Pitot Estático,  não consta
2022,101-190831-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   11208276
2022,101-190844-1.pdf,  85106,  Anemômetro ultrassônico,  003891
2022,101-190845-1.pdf,  85106,  Anemômetro ultrassônico,  003891
2022,101-190846-1.pdf,  85106,  Anemômetro ultrassônico,  003635
2022,101-190847-1.pdf,  85106,  Anemômetro ultrassônico,  003635
2022,101-190880-1.pdf,  First Class 4.3352.10.000,  Anemômetro de Copos,   12170057
2022,101-190881-1.pdf,  160-12 T19X,  Tubo de Pitot Estático ,  não consta
2022,101-190906-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   07141768
2022,101-190907-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   07141781
2022,101-190908-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   07142276
2022,101-190909-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   07142281
2022,101-190910-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   01147876
2022,101-190911-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   01147882
2022,101-190912-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   01147914
2022,101-190913-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   01148406
2022,101-190914-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   01148408
2022,101-190915-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   NÃO CONSTA
2022,101-190924-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   01147903
2022,101-190925-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   não consta
2022,101-190926-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   não consta
2022,101-190931-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   09142290
2022,101-190935-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   01147874
2022,101-190937-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   não consta
2022,101-190955-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   09142283
2022,101-190956-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   06129378
2022,101-190958-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   09164004
2022,101-190959-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   não consta
2022,101-190972-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   não consta
2022,101-191058-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   09164003
2022,101-191063-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   03127781
2022,101-191064-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   não consta
2022,101-191071-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   01147913
2022,101-191075-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   06129372
2022,101-191080-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   09120308
2022,101-191091-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2022,101-191093-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2022,101-191116-1.pdf,  TA440,  Anemômetro de Fio Quente,  TA4400751001
2022,101-191117-1.pdf,  TA440,  Anemômetro de Fio Quente,  TA4400751001
2022,101-191193-1.pdf,  YF6-8B,  Anemômetro de copos,   Não consta
2022,101-191219-1.pdf,  AM831,  Anemômetro de Pás,  07820
2022,101-191229-1.pdf,  PAN100,  Anemômetro de Pás,  2013100702
2022,101-191248-1.pdf,  Flow Calculation System | #KPC2.S/5 ,  Tubo de Pitot Estático,  não consta
2022,101-191253-1.pdf,  TAV 030,  Anemômetro de Pás,  H20401356
2022,101-191256-1.pdf,  TAV 030,  Anemômetro de Pás,  H20401374
2022,101-191272-1.pdf,  Velocicalq 9656-P / 964 Probe,  Anemômetro de fio quente,  9565P1326003 / P13280063
2022,101-191273-1.pdf,  Velocicalq 9656-P / 964 Probe,  Anemômetro de fio quente,  9565P1326003 / P13280063
2022,101-191292-1.pdf,  INCU,  Analisador de Incubadora,  6050847
2022,101-191326-1.pdf,  HM-383,  Anemômetro de Pás,  EK1665709
2022,101-191332-1.pdf,  361,  Anemômetro de pás,  13000220
2022,101-191340-1.pdf,  440 / 0635 1032,  Anemômetro de fio quente,  83591406 / 20939872
2022,101-191348-1.pdf,  440 / 0635 1032,  Anemômetro de fio quente,  83591260/ 20939930
2022,101-191354-1.pdf,  440 / 0635 1032,  Anemômetro de fio quente,  83591410 / 20939928
2022,101-191363-1.pdf,  MDA-20,  Anemômetro de Pás,  348317
2022,101-191385-1.pdf,  Não consta,  Tubo de Pitot S / Sonda,  Não consta
2022,101-191444-1.pdf,  86000-SDI,  Anemômetro ultrassônico,  005837
2022,101-191445-1.pdf,  8600-SDI,  Anemômetro ultrassônico,  005837
2022,101-191451-1.pdf,  85106,  Anemômetro ultrassônico,  0003627
2022,101-191452-1.pdf,  85106,  Anemômetro ultrassônico,  3627
2022,101-191476-1.pdf,  Velocicalq 9656-P / 964 Probe,  Anemômetro de fio quente,  9565P1326003 / P13280063
2022,101-191529-1.pdf,  471B-1,  Anemômetro de Fio Quente,  00X6P7
2022,101-191530-1.pdf,  471B-1,  Anemômetro de Fio Quente,  00X6P7
2022,101-191665-1.pdf,  MDA-11A,  Anemômetro de Pás,  1581799
2022,101-191683-1.pdf,  Vantage VUE 6250AU,  Estação Meteorológica,  MQ180213029
2022,101-191725-1.pdf,  05103,  Anemômetro de Pás,  WM192128
2022,101-191726-1.pdf,  05103,  Anemômetro de Pás,  WM192128
2022,101-191734-1.pdf,  WAA151,  Anemômetro de Copos,   K48414
2022,101-191735-1.pdf,  WAA151,  Anemômetro de Copos,   K48409
2022,101-191739-1.pdf,  WAA151,  Anemômetro de Copos,   K48403
2022,101-191819-1.pdf,  85106,  Anemômetro ultrassônico,  003640
2022,101-191820-1.pdf,  85106,  Anemômetro ultrassônico,  3640
2022,101-191846-1.pdf,  4300,  Anemômetro de pás,  33353/063596403202
2022,101-191850-1.pdf,  PL-3200,  Tubo de Pitot Cole,  1961
2022,101-191851-1.pdf,  PL-2500,  Tubo de Pitot Cole,  1520
2022,101-191855-1.pdf,  PL-3200,  Tubo de Pitot Cole,  1960
2022,101-191869-1.pdf,  WXT530,  anemômetro Ultra-sônico,   T2640921
2022,101-191870-1.pdf,  WXT530,  Anemômetro Ultra-Sônico,  T2640921
2022,101-191926-1.pdf,  WindSonic OPT 1,  Anemômetro Ultrassonico,  20370131
2022,101-191927-1.pdf,  WindSonic OPT1,  Anemômetro Ultra-sônico,  20370131
2022,101-191928-1.pdf,  WindSonic OPT 1,  Anemômetro Ultrassonico,  20370132
2022,101-191929-1.pdf,  WindSonic OPT1,  Anemômetro Ultra-sônico,  20370132
2022,101-191951-1.pdf,  THAR- 185,  Anemômetro de Pás,  Q533895
2022,101-191972-1.pdf,  TAD-500,  Anemômetro de Pás,  15033001118980
2022,101-191973-1.pdf,  Velocicalc 9555-P / 995 Probe ,  Anemômetro de Pás,  9555P1005021 / P07220027
2022,101-191976-1.pdf,  MDA-11A,  Anemômetro de Pás,  2699874
2022,101-191979-1.pdf,  MDA-11A,  Anemômetro de Pás,  2699872
2022,101-191981-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   06141496
2022,101-191982-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   07141662
2022,101-191983-1.pdf,  4.3352.10.000,  Anemômetro de Copos,   08181445
2022,101-192001-1.pdf,  4.3352.10.000,  Anemômetro de Copos,   08181443
2022,101-192002-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   06114844
2022,101-192003-1.pdf,  4.3352.10.000,  Anemômetro de Copos,   08181444
2022,101-192007-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   07141697
2022,101-192009-1.pdf,  4.3351.10.000,  Anemômetro de Copos,   07141731
2022,101-192126-1.pdf,  85106,  Anemômetro ultrassônico,  003645
2022,101-192127-1.pdf,  85106,  Anemômetro ultrassônico,  3645
2022,101-192137-1.pdf,  MDA-10A,  Anemômetro de Pás,  1997601
2022,101-192255-1.pdf,  160S-36,  Tubo de Pitot  S,  
2022,101-192256-1.pdf,  160S-36,  Tubo de Pitot  S,  
2022,101-192278-1.pdf,  PL-800,  Tubo de Pitot Cole,  1527
2022,101-192307-1.pdf,  PL-1800,  Tubo de Pitot Cole,  1962
2022,101-192328-1.pdf,  WAA151,  Anemômetro de Copos,   K48407
2022,101-192329-1.pdf,  WAA151,  Anemômetro de Copos,   K48415
2022,101-192338-1.pdf,  AD-250,  Anemômetro de Pás,  Q681065
2022,101-192403-1.pdf,  4.3820.02.323,  Anemômetro Ultrassonico,  03110005
2022,101-192404-1.pdf,  4.3820.02.323,  Anemômetro Ultrassonico,  03110005
2022,101-192418-1.pdf,  Vantage VUE 6250AU,  Estação Meteorológica,  MS200804009
2022,101-192419-1.pdf,  Davis,  Estação Meteorológica,   Vantage VUE 6250AU
2022,101-192446-1.pdf,  WT1081,  Estação Meteorológica,   30.774
2022,101-192448-1.pdf,  YF6-8B,  Anemômetro de copos,   220/0043
2022,101-192449-1.pdf,  YF6-8B,  Anemômetro de copos,   220/0044
2022,101-192502-1.pdf,  160S-36,  Tubo de Pitot -  S,  
